,Unnamed: 0,date,score,num_comments,upvotes_ratio,compound,negative,neutral,positive,Open,High,Low,Close
0,0,2020-09-12,2832.0,315.0,13.47,1.2110999999999998,0.517,15.092,1.391,620.0399780273438,651.0599975585938,620.530517578125,649.780029296875
1,1,2020-09-13,3429.0,681.0,16.029999999999998,4.0118,0.6350000000000001,16.965999999999998,1.399,620.0399780273438,651.0599975585938,620.530517578125,649.780029296875
2,2,2020-09-14,3034.0,862.0,17.51,5.8862999999999985,0.611,20.223,1.167,523.239990234375,532.5999755859375,505.25,514.8900146484375
3,3,2020-09-15,2400.0,856.0,12.56,5.2287,0.265,14.853,0.882,531.2000122070312,531.9500122070312,513.1099853515625,519.6400146484375
4,4,2020-09-16,1363.0,353.0,7.54,2.2566,0.191,9.412,0.397,518.2899780273438,523.7100219726562,500.54998779296875,500.5799865722656
5,5,2020-09-17,826.0,361.0,8.05,4.9802,0.42100000000000004,10.321,1.258,485.2900085449219,503.5899963378906,481.3900146484375,498.5400085449219
6,6,2020-09-18,6760.0,730.0,12.26,6.4161,0.5660000000000001,12.487,2.947,503.75,505.29998779296875,479.54998779296875,487.57000732421875
7,7,2020-09-19,1729.0,405.0,9.34,3.2885,0.765,10.333000000000002,0.9019999999999998,503.75,505.29998779296875,479.54998779296875,487.57000732421875
8,8,2020-09-20,8551.0,1603.0,11.37,5.7538,0.377,10.67,1.953,503.75,505.29998779296875,479.54998779296875,487.57000732421875
9,9,2020-09-21,2286.0,882.0,7.210000000000001,4.0676,0.35200000000000004,7.627000000000002,1.023,477.0,500.8999938964844,476.17999267578125,500.69000244140625
10,10,2020-09-22,1201.0,335.0,5.15,4.4113,0.203,6.1530000000000005,0.647,503.0,505.9200134277344,486.2200012207031,505.510009765625
11,11,2020-09-23,3350.0,1656.0,14.89,4.7238,1.1960000000000002,15.082,1.722,503.0199890136719,509.0799865722656,483.1700134277344,484.95001220703125
12,12,2020-09-24,2628.0,842.0,8.38,0.7144,0.451,10.012,0.5379999999999999,482.8900146484375,502.7799987792969,480.55999755859375,493.9200134277344
13,13,2020-09-25,5711.0,991.0,16.63,7.9033,0.506,20.059,1.4360000000000002,497.8999938964844,515.3400268554688,489.8299865722656,514.9500122070312
14,14,2020-09-26,4016.0,713.0,10.79,2.9674,0.204,12.397,1.399,497.8999938964844,515.3400268554688,489.8299865722656,514.9500122070312
15,15,2020-09-27,4434.0,655.0,13.01,3.8163,0.341,15.431,2.2259999999999995,497.8999938964844,515.3400268554688,489.8299865722656,514.9500122070312
16,16,2020-09-28,812.0,329.0,8.92,1.3426999999999998,0.244,11.270999999999999,0.484,521.6099853515625,522.0700073242188,510.0,521.4000244140625
17,17,2020-09-29,1685.0,378.0,8.32,5.340000000000002,0.37200000000000005,9.615,1.01,517.5,537.7100219726562,517.3300170898438,529.030029296875
18,18,2020-09-30,1995.0,327.0,9.49,5.7848,0.177,9.505,1.318,526.2999877929688,544.9000244140625,526.010009765625,541.219970703125
19,19,2020-10-01,3613.0,750.0,9.329999999999998,6.2944,0.5670000000000001,9.148,1.285,550.3200073242188,550.510009765625,538.4299926757812,544.5800170898438
20,20,2020-10-02,4328.0,629.0,10.24,4.5478,0.4900000000000001,9.971,1.5390000000000001,529.0,540.780029296875,522.0399780273438,522.489990234375
21,21,2020-10-03,3089.0,580.0,10.56,5.709,0.113,12.048,1.84,529.0,540.780029296875,522.0399780273438,522.489990234375
22,22,2020-10-04,6649.0,1160.0,15.57,5.5191,0.5009999999999999,18.173,1.3270000000000002,529.0,540.780029296875,522.0399780273438,522.489990234375
23,23,2020-10-05,2835.0,1237.0,11.9,5.778400000000001,0.5429999999999999,12.925,1.5320000000000005,529.4400024414062,545.77001953125,528.9099731445312,545.7000122070312
24,24,2020-10-06,1708.0,1035.0,12.429999999999998,7.7028,1.036,15.203,1.7599999999999998,553.2000122070312,565.6799926757812,546.5999755859375,549.4600219726562
25,25,2020-10-07,1932.0,594.0,9.7,4.5448,0.506,11.641000000000002,0.8520000000000001,559.989990234375,564.77001953125,554.5399780273438,558.5599975585938
26,26,2020-10-08,2391.0,816.0,11.86,3.6657,0.643,15.164,1.193,563.0,563.3800048828125,550.3200073242188,553.5499877929688
27,27,2020-10-09,4415.0,523.0,8.14,3.062,0.316,10.006,0.6779999999999999,550.6799926757812,552.969970703125,546.4299926757812,550.510009765625
28,28,2020-10-10,3899.0,718.0,13.16,4.348,0.2,16.016000000000002,0.784,550.6799926757812,552.969970703125,546.4299926757812,550.510009765625
29,29,2020-10-11,4798.0,597.0,11.24,3.9299,0.5529999999999999,13.167,1.281,550.6799926757812,552.969970703125,546.4299926757812,550.510009765625
30,30,2020-10-12,3480.0,1368.0,10.94,6.6286,0.528,13.337,1.1310000000000002,559.5800170898438,573.8800048828125,556.5,569.0399780273438
31,31,2020-10-13,2661.0,1348.0,7.75,-0.7321,0.457,9.03,0.5129999999999999,571.8599853515625,573.9400024414062,560.75,569.9299926757812
32,32,2020-10-14,735.0,516.0,7.39,4.2014,0.187,9.966000000000001,0.848,571.6199951171875,573.7100219726562,558.4000244140625,563.8099975585938
33,33,2020-10-15,388.0,197.0,8.8,1.6859000000000002,0.069,11.325999999999999,0.6050000000000001,552.4299926757812,560.22998046875,550.7100219726562,558.7999877929688
34,34,2020-10-16,4608.0,799.0,15.7,6.506999999999999,0.6110000000000001,18.29,2.099,561.469970703125,564.8599853515625,551.7000122070312,552.4600219726562
35,35,2020-10-17,11309.0,1105.0,15.94,3.0327,1.3549999999999998,18.628,2.018,561.469970703125,564.8599853515625,551.7000122070312,552.4600219726562
36,36,2020-10-18,4163.0,864.0,14.19,4.4411999999999985,0.8040000000000002,17.592,1.6030000000000002,561.469970703125,564.8599853515625,551.7000122070312,552.4600219726562
37,37,2020-10-19,5185.0,997.0,9.259999999999998,1.2008,0.7879999999999999,9.316,0.8959999999999999,556.1199951171875,559.3400268554688,536.27001953125,539.9099731445312
38,38,2020-10-20,1723.0,637.0,12.089999999999998,6.238999999999999,0.236,13.725,1.0390000000000001,543.3400268554688,551.989990234375,540.280029296875,545.8200073242188
39,39,2020-10-21,1552.0,614.0,8.479999999999999,3.9787,0.208,9.866,0.925,545.0,551.6599731445312,539.0999755859375,540.989990234375
40,40,2020-10-22,3723.0,671.0,16.57,9.9548,0.547,18.472,1.9809999999999999,540.9000244140625,544.469970703125,529.27001953125,534.4400024414062
41,41,2020-10-23,4097.0,562.0,14.41,6.3304,0.206,16.213,1.581,538.0,543.72998046875,531.6500244140625,543.6099853515625
42,42,2020-10-24,8326.0,896.0,17.759999999999994,4.5154000000000005,0.934,22.343000000000004,1.723,538.0,543.72998046875,531.6500244140625,543.6099853515625
43,43,2020-10-25,4720.0,1278.0,24.12,13.308800000000002,0.7889999999999999,27.984,3.228,538.0,543.72998046875,531.6500244140625,543.6099853515625
44,44,2020-10-26,2364.0,1140.0,19.91,10.4635,0.758,24.468000000000004,2.775,537.0800170898438,547.7100219726562,521.5399780273438,525.6500244140625
45,45,2020-10-27,2757.0,1339.0,26.98,12.919600000000004,0.612,32.008,3.38,532.239990234375,537.6799926757812,527.6599731445312,535.8699951171875
46,46,2020-10-28,4277.0,1428.0,19.419999999999995,9.3467,1.148,25.161,2.6910000000000003,527.9199829101562,530.4000244140625,504.3599853515625,505.0799865722656
47,47,2020-10-29,2267.0,527.0,28.14,9.5542,0.477,32.111,2.412,513.5399780273438,527.7100219726562,510.0,520.9600219726562
48,48,2020-10-30,7145.0,1205.0,26.47,11.2563,1.249,32.572,3.181,514.0,517.4600219726562,492.0,501.3599853515625
49,49,2020-10-31,4646.0,1017.0,17.26,5.1339,0.6050000000000001,22.699,1.695,514.0,517.4600219726562,492.0,501.3599853515625
50,50,2020-11-01,2635.0,663.0,15.13,7.5828,0.475,17.534000000000002,1.992,514.0,517.4600219726562,492.0,501.3599853515625
51,51,2020-11-02,2857.0,917.0,17.48,7.4491,0.908,20.896,2.195,506.30999755859375,513.469970703125,495.79998779296875,503.2300109863281
52,52,2020-11-03,1161.0,651.0,6.590000000000002,3.3562,0.21700000000000005,9.228,0.5539999999999999,508.3399963378906,524.2000122070312,504.1099853515625,520.780029296875
53,53,2020-11-04,2661.0,778.0,13.259999999999998,6.4563,0.439,16.156000000000002,1.405,535.5700073242188,553.0999755859375,533.47998046875,551.77001953125
54,54,2020-11-05,5586.0,1095.0,8.1,1.6917999999999995,0.44,9.283,1.278,566.5,573.5599975585938,559.6400146484375,566.4000244140625
55,55,2020-11-06,5618.0,1007.0,20.68,7.836000000000001,0.929,26.837,2.234,564.3900146484375,583.5499877929688,555.7999877929688,582.47998046875
56,56,2020-11-07,73.0,89.0,4.42,1.0943,0.33399999999999996,7.725,0.941,564.3900146484375,583.5499877929688,555.7999877929688,582.47998046875
57,57,2020-11-08,9.0,16.0,0.91,0.7579,0.069,0.8320000000000001,0.099,564.3900146484375,583.5499877929688,555.7999877929688,582.47998046875
58,58,2020-11-09,9.0,16.0,0.91,0.7579,0.069,0.8320000000000001,0.099,582.0999755859375,587.6599731445312,544.4299926757812,545.22998046875
59,59,2020-11-10,9.0,16.0,0.91,0.7579,0.069,0.8320000000000001,0.099,544.260009765625,544.260009765625,505.1300048828125,510.79998779296875
60,60,2020-11-11,113.0,183.0,0.9,0.9534,0.017,0.884,0.099,522.1500244140625,537.4000244140625,517.9299926757812,536.719970703125
61,61,2020-11-12,428.0,295.0,0.94,0.8105,0.0,0.9279999999999999,0.07200000000000001,539.1599731445312,550.6400146484375,532.6400146484375,538.27001953125
62,62,2020-11-13,428.0,295.0,0.94,0.8105,0.0,0.9279999999999999,0.07200000000000001,545.0900268554688,546.75,522.3699951171875,531.8800048828125
63,63,2020-11-14,428.0,295.0,0.94,0.8105,0.0,0.9279999999999999,0.07200000000000001,545.0900268554688,546.75,522.3699951171875,531.8800048828125
64,64,2020-11-15,428.0,295.0,0.94,0.8105,0.0,0.9279999999999999,0.07200000000000001,545.0900268554688,546.75,522.3699951171875,531.8800048828125
65,65,2020-11-16,428.0,295.0,0.94,0.8105,0.0,0.9279999999999999,0.07200000000000001,526.9000244140625,545.97998046875,526.239990234375,540.6099853515625
66,66,2020-11-17,540.0,196.0,0.92,0.9974,0.032,0.882,0.086,542.0999755859375,543.8499755859375,532.1500244140625,536.8900146484375
67,67,2020-11-18,540.0,196.0,0.92,0.9974,0.032,0.882,0.086,538.6099853515625,544.22998046875,527.4000244140625,537.1500244140625
68,68,2020-11-19,540.0,196.0,0.92,0.9974,0.032,0.882,0.086,528.510009765625,539.5,524.0,537.6099853515625
69,69,2020-11-20,540.0,196.0,0.92,0.9974,0.032,0.882,0.086,538.1599731445312,539.780029296875,522.5999755859375,523.510009765625
70,70,2020-11-21,540.0,196.0,0.92,0.9974,0.032,0.882,0.086,538.1599731445312,539.780029296875,522.5999755859375,523.510009765625
71,71,2020-11-22,540.0,196.0,0.92,0.9974,0.032,0.882,0.086,538.1599731445312,539.780029296875,522.5999755859375,523.510009765625
72,72,2020-11-23,540.0,196.0,0.92,0.9974,0.032,0.882,0.086,526.8499755859375,535.2999877929688,520.6199951171875,525.5999755859375
73,73,2020-11-24,111.0,64.0,2.45,2.9814,0.09,2.415,0.49700000000000005,525.7000122070312,526.47998046875,515.4000244140625,518.3099975585938
74,74,2020-11-25,20.0,16.0,0.8,0.9986,0.011000000000000001,0.7879999999999999,0.201,521.2999877929688,530.780029296875,520.7999877929688,529.3900146484375
75,75,2020-11-26,20.0,16.0,0.8,0.9986,0.011000000000000001,0.7879999999999999,0.201,521.2999877929688,530.780029296875,520.7999877929688,529.3900146484375
76,76,2020-11-27,20.0,16.0,0.8,0.9986,0.011000000000000001,0.7879999999999999,0.201,535.0,536.2999877929688,526.8200073242188,530.4500122070312
77,77,2020-11-28,20.0,16.0,0.8,0.9986,0.011000000000000001,0.7879999999999999,0.201,535.0,536.2999877929688,526.8200073242188,530.4500122070312
78,78,2020-11-29,54.0,8.0,0.9,0.9931,0.004,0.902,0.094,535.0,536.2999877929688,526.8200073242188,530.4500122070312
79,79,2020-11-30,54.0,8.0,0.9,0.9931,0.004,0.902,0.094,530.5999755859375,536.5,518.8900146484375,536.0599975585938
80,80,2020-12-01,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,539.6900024414062,541.1500244140625,529.1300048828125,535.5999755859375
81,81,2020-12-02,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,534.02001953125,546.9400024414062,529.3699951171875,541.780029296875
82,82,2020-12-03,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,543.5,546.4000244140625,533.1599731445312,535.8400268554688
83,83,2020-12-04,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,543.5,546.4000244140625,533.1599731445312,535.8400268554688
84,84,2020-12-05,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,543.5,546.4000244140625,533.1599731445312,535.8400268554688
85,85,2020-12-06,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,543.5,546.4000244140625,533.1599731445312,535.8400268554688
86,86,2020-12-07,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,544.0499877929688,549.25,540.0,544.27001953125
87,87,2020-12-08,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,543.4000244140625,543.9500122070312,531.260009765625,534.0
88,88,2020-12-09,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,532.02001953125,536.5599975585938,514.72998046875,517.22998046875
89,89,2020-12-10,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,514.760009765625,522.75,513.97998046875,518.8900146484375
90,90,2020-12-11,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,518.6900024414062,520.7999877929688,512.9199829101562,520.530029296875
91,91,2020-12-12,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,518.6900024414062,520.7999877929688,512.9199829101562,520.530029296875
92,92,2020-12-13,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,518.6900024414062,520.7999877929688,512.9199829101562,520.530029296875
93,93,2020-12-14,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,523.52001953125,535.5499877929688,523.0999755859375,532.3499755859375
94,94,2020-12-15,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,537.5900268554688,538.5599975585938,527.469970703125,534.4199829101562
95,95,2020-12-16,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,536.9000244140625,537.489990234375,528.5,529.7000122070312
96,96,2020-12-17,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,534.6699829101562,535.1799926757812,527.1400146484375,533.6500244140625
97,97,2020-12-18,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,535.1599731445312,536.2000122070312,522.8200073242188,530.8800048828125
98,98,2020-12-19,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,535.1599731445312,536.2000122070312,522.8200073242188,530.8800048828125
99,99,2020-12-20,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,535.1599731445312,536.2000122070312,522.8200073242188,530.8800048828125
100,100,2020-12-21,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,522.989990234375,534.7999877929688,518.7000122070312,533.2899780273438
101,101,2020-12-22,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,532.77001953125,533.489990234375,522.1599731445312,531.1300048828125
102,102,2020-12-23,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,530.239990234375,531.0,520.2000122070312,520.3699951171875
103,103,2020-12-24,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,521.489990234375,525.2999877929688,517.5499877929688,519.75
104,104,2020-12-25,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,521.489990234375,525.2999877929688,517.5499877929688,519.75
105,105,2020-12-26,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,521.489990234375,525.2999877929688,517.5499877929688,519.75
106,106,2020-12-27,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,521.489990234375,525.2999877929688,517.5499877929688,519.75
107,107,2020-12-28,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,522.5,522.5,510.5299987792969,516.0
108,108,2020-12-29,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,517.0,522.9000244140625,513.6900024414062,517.72998046875
109,109,2020-12-30,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,519.6099853515625,528.5499877929688,515.8699951171875,525.8300170898438
110,110,2020-12-31,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,525.4600219726562,526.0399780273438,516.5999755859375,522.2000122070312
111,111,2021-01-01,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,525.4600219726562,526.0399780273438,516.5999755859375,522.2000122070312
112,112,2021-01-02,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,525.4600219726562,526.0399780273438,516.5999755859375,522.2000122070312
113,113,2021-01-03,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,525.4600219726562,526.0399780273438,516.5999755859375,522.2000122070312
114,114,2021-01-04,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,524.1699829101562,546.0999755859375,518.5,524.5399780273438
115,115,2021-01-05,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,523.989990234375,537.739990234375,523.47998046875,536.1900024414062
116,116,2021-01-06,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,528.9000244140625,529.7999877929688,503.44000244140625,504.5799865722656
117,117,2021-01-07,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,518.7000122070312,535.1099853515625,515.4600219726562,533.760009765625
118,118,2021-01-08,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,534.5,536.8400268554688,521.6799926757812,531.0700073242188
119,119,2021-01-09,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,534.5,536.8400268554688,521.6799926757812,531.0700073242188
120,120,2021-01-10,7.0,5.0,1.55,0.9994,0.034,1.8119999999999998,0.154,534.5,536.8400268554688,521.6799926757812,531.0700073242188
